epoch,train_loss,train_acc,train_auc,train_f1,train_threshold,dev_loss,dev_acc,dev_auc,dev_f1,dev_threshold,lr
1,0.7621145857657705,0.5228571428571429,0.5057510204081632,0.5029761904761905,0.5199999999999998,0.68946708659331,0.6666666666666666,0.6983111111111111,0.6835443037974683,0.47999999999999976,3e-05
2,0.694794326243656,0.5957142857142858,0.6343551020408164,0.6160108548168249,0.46999999999999986,0.6670831601818402,0.7466666666666667,0.741688888888889,0.6984126984126984,0.4099999999999998,3e-05
3,0.66881756047053,0.67,0.7093306122448979,0.6857142857142857,0.4199999999999998,0.9423096363743146,0.7333333333333333,0.7586666666666667,0.7297297297297297,0.8899999999999996,3e-05
4,0.6524435441195965,0.6885714285714286,0.7262489795918367,0.6528662420382165,0.5699999999999997,0.6089671320219835,0.76,0.7679111111111111,0.75,0.20999999999999996,3e-05
5,0.654802559462509,0.6857142857142857,0.7350938775510204,0.6696696696696697,0.5199999999999998,0.7504357153425614,0.76,0.7446222222222222,0.7464788732394366,0.8999999999999996,3e-05
6,0.6182658179343811,0.7157142857142857,0.7655877551020407,0.7216783216783217,0.43999999999999984,0.6638968609521786,0.7666666666666667,0.7800888888888888,0.7407407407407407,0.8899999999999996,3e-05
7,0.6162640539796225,0.7228571428571429,0.7787102040816326,0.7078313253012049,0.5299999999999998,0.644732721572121,0.7733333333333333,0.7796444444444445,0.7571428571428571,0.7299999999999996,3e-05
8,0.6377916096377053,0.7171428571428572,0.7658408163265307,0.7018072289156626,0.5399999999999998,0.6760894817858935,0.7733333333333333,0.7649777777777778,0.7638888888888888,0.6699999999999997,3e-05
9,0.6125602170000118,0.7185714285714285,0.7695591836734694,0.7132459970887919,0.3999999999999998,0.6132424415151279,0.7666666666666667,0.7896888888888889,0.7407407407407407,0.7799999999999997,3e-05
10,0.5818419173319958,0.7528571428571429,0.7994816326530612,0.7532097004279601,0.4299999999999998,0.7044841307898363,0.76,0.7802666666666667,0.75,0.7599999999999997,3e-05
11,0.553121389726709,0.7657142857142857,0.8250816326530612,0.7461300309597523,0.5399999999999998,0.8421251610418161,0.72,0.765511111111111,0.7272727272727273,0.8099999999999996,3e-05
12,0.5539924555178731,0.7885714285714286,0.8499020408163266,0.7915492957746478,0.4099999999999998,0.8211155680815378,0.7666666666666667,0.7929777777777778,0.7741935483870968,0.8699999999999996,3e-05
13,0.5346461212867871,0.7985714285714286,0.8670489795918367,0.7947598253275109,0.3999999999999998,0.6007946008568009,0.8,0.8619555555555556,0.7972972972972973,0.4299999999999998,3e-05
14,0.48706404125850117,0.8257142857142857,0.8831836734693876,0.817910447761194,0.4199999999999998,0.8077178431488573,0.7866666666666666,0.8312,0.7922077922077922,0.7299999999999996,3e-05
15,0.4397334063053131,0.8642857142857143,0.9098081632653062,0.8637015781922525,0.2699999999999999,0.7758799406451483,0.7866666666666666,0.8417777777777777,0.8024691358024691,0.33999999999999986,3e-05
16,0.4191539368399286,0.8771428571428571,0.9253795918367347,0.8700906344410876,0.7099999999999996,0.98971047045663,0.7666666666666667,0.8476444444444445,0.7928994082840237,0.8399999999999996,3e-05
17,0.4647866703786089,0.87,0.9135061224489797,0.8675400291120815,0.3599999999999999,0.790998919972529,0.8,0.856,0.8076923076923077,0.8199999999999996,3e-05
18,0.3684686351900122,0.8857142857142857,0.939073469387755,0.8873239436619719,0.17999999999999997,0.7672442044131458,0.8,0.8664000000000001,0.8026315789473685,0.7999999999999996,1.5e-05
19,0.33411770669477325,0.9085714285714286,0.954869387755102,0.9093484419263456,0.30999999999999994,1.0668882961012423,0.7666666666666667,0.8533333333333333,0.7904191616766467,0.8899999999999996,1.5e-05
20,0.2788150485056186,0.9157142857142857,0.9603428571428572,0.9131075110456554,0.6499999999999997,0.9158454363110164,0.8,0.8554666666666667,0.8148148148148148,0.5999999999999998,1.5e-05
21,0.2688713970993246,0.9257142857142857,0.9641224489795919,0.9239766081871345,0.7099999999999996,1.250576099961375,0.7333333333333333,0.8400888888888889,0.7701149425287356,0.8999999999999996,1.5e-05
22,0.3018383711578125,0.9185714285714286,0.9615020408163266,0.9165446559297218,0.8999999999999996,1.178471981169035,0.7533333333333333,0.8572444444444445,0.7810650887573964,0.8499999999999996,1.5e-05
23,0.26059934772035503,0.9385714285714286,0.9619469387755102,0.937950937950938,0.11,0.9747154993191361,0.7933333333333333,0.8792,0.8121212121212121,0.8999999999999996,7.5e-06
24,0.2607470184943772,0.9328571428571428,0.9686163265306122,0.9313868613138686,0.5299999999999998,0.836263751477624,0.82,0.8851555555555557,0.8301886792452831,0.8099999999999996,7.5e-06
25,0.2779232260282151,0.9257142857142857,0.9712816326530612,0.9235294117647059,0.8599999999999995,1.040864891220505,0.7866666666666666,0.8544,0.8048780487804879,0.6899999999999997,7.5e-06
